_id,tarih,deger,birim
498,2014-04-05T00:00:00,9130,Ton
499,2014-05-05T00:00:00,6070,Ton
500,2014-06-05T00:00:00,8110,Ton
501,2014-07-05T00:00:00,6595,Ton
502,2014-08-05T00:00:00,15000,Ton
503,2014-09-05T00:00:00,12830,Ton
504,2014-10-05T00:00:00,15050,Ton
505,2014-11-05T00:00:00,1830,Ton
506,2014-12-05T00:00:00,13755,Ton
507,2014-05-13T00:00:00,19280,Ton
508,2014-05-14T00:00:00,10755,Ton
509,2014-05-15T00:00:00,10175,Ton
510,2014-05-16T00:00:00,11835,Ton
511,2014-05-17T00:00:00,11120,Ton
512,2014-05-18T00:00:00,1460,Ton
513,2014-05-19T00:00:00,4335,Ton
514,2014-05-20T00:00:00,18175,Ton
515,2014-05-21T00:00:00,12690,Ton
516,2014-05-22T00:00:00,11390,Ton
517,2014-05-23T00:00:00,7020,Ton
518,2014-05-24T00:00:00,7955,Ton
519,2014-05-25T00:00:00,760,Ton
520,2014-05-26T00:00:00,6825,Ton
521,2014-05-27T00:00:00,6980,Ton
522,2014-05-28T00:00:00,7615,Ton
523,2014-05-29T00:00:00,12280,Ton
524,2014-05-30T00:00:00,5755,Ton
525,2014-05-31T00:00:00,8925,Ton
526,2014-01-06T00:00:00,3380,Ton
527,2014-02-06T00:00:00,16270,Ton
528,2014-03-06T00:00:00,9670,Ton
529,2014-04-06T00:00:00,8395,Ton
530,2014-05-06T00:00:00,11000,Ton
531,2014-06-06T00:00:00,19305,Ton
532,2014-07-06T00:00:00,9710,Ton
533,2014-08-06T00:00:00,2450,Ton
534,2014-09-06T00:00:00,21260,Ton
535,2014-10-06T00:00:00,8835,Ton
536,2014-11-06T00:00:00,9395,Ton
537,2014-12-06T00:00:00,5255,Ton
538,2014-06-13T00:00:00,13350,Ton
539,2014-06-14T00:00:00,5345,Ton
540,2014-06-15T00:00:00,1390,Ton
541,2014-06-16T00:00:00,5480,Ton
542,2014-06-17T00:00:00,9930,Ton
543,2014-06-18T00:00:00,8870,Ton
544,2014-06-19T00:00:00,8425,Ton
545,2014-06-20T00:00:00,4270,Ton
546,2014-06-21T00:00:00,4510,Ton
547,2014-06-22T00:00:00,5825,Ton
548,2014-06-23T00:00:00,8855,Ton
549,2014-06-24T00:00:00,9440,Ton
550,2014-06-25T00:00:00,10375,Ton
551,2014-06-26T00:00:00,11300,Ton
552,2014-06-27T00:00:00,7985,Ton
553,2014-06-28T00:00:00,2690,Ton
554,2014-06-29T00:00:00,125,Ton
555,2014-06-30T00:00:00,10730,Ton
556,2014-01-07T00:00:00,3645,Ton
557,2014-02-07T00:00:00,4530,Ton
558,2014-03-07T00:00:00,4745,Ton
559,2014-04-07T00:00:00,6015,Ton
560,2014-05-07T00:00:00,2640,Ton
561,2014-06-07T00:00:00,1310,Ton
562,2014-07-07T00:00:00,3255,Ton
563,2014-08-07T00:00:00,7630,Ton
564,2014-09-07T00:00:00,4855,Ton
565,2014-10-07T00:00:00,12020,Ton
566,2014-11-07T00:00:00,4475,Ton
567,2014-12-07T00:00:00,4150,Ton
568,2014-07-13T00:00:00,1250,Ton
569,2014-07-14T00:00:00,8705,Ton
570,2014-07-15T00:00:00,6225,Ton
571,2014-07-16T00:00:00,4730,Ton
572,2014-07-17T00:00:00,4050,Ton
573,2014-07-18T00:00:00,4865,Ton
574,2014-07-19T00:00:00,3005,Ton
575,2014-07-20T00:00:00,420,Ton
576,2014-07-21T00:00:00,4540,Ton
577,2014-07-22T00:00:00,6330,Ton
578,2014-07-23T00:00:00,6600,Ton
579,2014-07-24T00:00:00,5345,Ton
580,2014-07-25T00:00:00,9385,Ton
581,2014-07-26T00:00:00,9045,Ton
582,2014-07-27T00:00:00,1450,Ton
583,2014-07-28T00:00:00,0,Ton
584,2014-07-29T00:00:00,0,Ton
585,2014-07-30T00:00:00,0,Ton
586,2014-07-31T00:00:00,3085,Ton
587,2014-01-08T00:00:00,5635,Ton
588,2014-02-08T00:00:00,10710,Ton
589,2014-03-08T00:00:00,2450,Ton
590,2014-04-08T00:00:00,3310,Ton
591,2014-05-08T00:00:00,5250,Ton
592,2014-06-08T00:00:00,7475,Ton
593,2014-07-08T00:00:00,5315,Ton
594,2014-08-08T00:00:00,7510,Ton
595,2014-09-08T00:00:00,7000,Ton
596,2014-10-08T00:00:00,2915,Ton
597,2014-11-08T00:00:00,11465,Ton
598,2014-12-08T00:00:00,7165,Ton
599,2014-08-13T00:00:00,7270,Ton
600,2014-08-14T00:00:00,4700,Ton
601,2014-08-15T00:00:00,8845,Ton
602,2014-08-16T00:00:00,3910,Ton
603,2014-08-17T00:00:00,330,Ton
604,2014-08-18T00:00:00,5260,Ton
605,2014-08-19T00:00:00,8095,Ton
606,2014-08-20T00:00:00,7065,Ton
607,2014-08-21T00:00:00,5745,Ton
608,2014-08-22T00:00:00,11320,Ton
609,2014-08-23T00:00:00,3405,Ton
610,2014-08-24T00:00:00,1725,Ton
611,2014-08-25T00:00:00,6640,Ton
612,2014-08-26T00:00:00,9670,Ton
613,2014-08-27T00:00:00,4850,Ton
614,2014-08-28T00:00:00,19140,Ton
615,2014-08-29T00:00:00,6865,Ton
616,2014-08-30T00:00:00,7720,Ton
617,2014-08-31T00:00:00,330,Ton
618,2014-01-09T00:00:00,4430,Ton
619,2014-02-09T00:00:00,15995,Ton
620,2014-03-09T00:00:00,16975,Ton
621,2014-04-09T00:00:00,6865,Ton
622,2014-05-09T00:00:00,7660,Ton
623,2014-06-09T00:00:00,11790,Ton
624,2014-07-09T00:00:00,1130,Ton
625,2014-08-09T00:00:00,4390,Ton
626,2014-09-09T00:00:00,8040,Ton
627,2014-10-09T00:00:00,7800,Ton
628,2014-11-09T00:00:00,9215,Ton
629,2014-12-09T00:00:00,8525,Ton
